timestamp,date,blk_num,contract,token0_name,token1_name,type,amount0In,amount1Out
1733871028,2024-12-10 14:50:28,65328645,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,134034839027098176,10004999517926150
1733870422,2024-12-10 14:40:22,65328360,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,133878597946646880,10004223375417902
1733870322,2024-12-10 14:38:42,65328328,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,178343940353639648,13343879261281490
1733869556,2024-12-10 14:25:56,65327986,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10005526704744556,132900863877594312
1733869298,2024-12-10 14:21:38,65327865,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,293481052129571881,21976920087587359
1733869294,2024-12-10 14:21:34,65327863,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,146708233999633223,11005734537857247
1733868834,2024-12-10 14:13:54,65327647,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,153936372965840790,11562128202483029
1733868792,2024-12-10 14:13:12,65327627,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,133057080964205152,10005586947556386
1733868554,2024-12-10 14:09:14,65327531,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17543102571851440,231990112285328742
1733868534,2024-12-10 14:08:54,65327521,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17822543424222820,236136835050801500
1733868300,2024-12-10 14:05:00,65327413,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17165286909492906,227859935844696746
1733868277,2024-12-10 14:04:37,65327405,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16779945937239916,223154961586598321
1733867965,2024-12-10 13:59:25,65327258,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,133951157113328416,10008362203614279
1733867947,2024-12-10 13:59:07,65327249,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,133783719218735664,10006739121987335
1733867751,2024-12-10 13:55:51,65327157,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,4386354113698011,58273641347122529
1733867723,2024-12-10 13:55:23,65327144,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,3124804762627538,41530593354450325
1733867641,2024-12-10 13:54:01,65327105,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10082225040149724,134095103451664688
1733867259,2024-12-10 13:47:39,65326926,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,67575007083626070,5048963664858979
1733867228,2024-12-10 13:47:08,65326912,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,140826394930453760,10530970698357317
1733867173,2024-12-10 13:46:13,65326889,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,244896520533437933,18342088790890885
1733867047,2024-12-10 13:44:07,65326839,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,133418840275341952,10008105735188235
1733867041,2024-12-10 13:44:01,65326836,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,32418750000000000,430110437324315318
1733866601,2024-12-10 13:36:41,65326641,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10004900254662846,133043583767787371
1733866341,2024-12-10 13:32:21,65326519,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,20316053923076412,270604727882066349
1733866329,2024-12-10 13:32:09,65326513,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,12329829619392526,164521460040486209
1733866317,2024-12-10 13:31:57,65326508,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,8851150524768503,118240128621227575
1733866027,2024-12-10 13:27:07,65326371,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10005896622154842,134121753326972673
1733866027,2024-12-10 13:27:07,65326371,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,21851568477429228,292397337992802477
1733865859,2024-12-10 13:24:19,65326292,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,228030719668207400,16916322193375910
1733865689,2024-12-10 13:21:29,65326212,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,294515357734044493,21894773233292965
1733865689,2024-12-10 13:21:29,65326212,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,134405298884902352,10009306225683350
1733865565,2024-12-10 13:19:25,65326167,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,15568570069760970,207865724099412879
1733865341,2024-12-10 13:15:41,65326065,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003403503497572,133747410690585879
1733865289,2024-12-10 13:14:49,65326041,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,8639902513458487,115634322995536300
1733865209,2024-12-10 13:13:29,65326003,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16377702692222254,219493943779019220
1733865020,2024-12-10 13:10:20,65325915,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10934787660092124,146766073312780653
1733865016,2024-12-10 13:10:16,65325913,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17147143055907848,230500607147831150
1733864854,2024-12-10 13:07:34,65325837,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,11109437317155555,149568951317161222
1733864712,2024-12-10 13:05:12,65325770,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,8632870422302534,116351630658116695
1733864688,2024-12-10 13:04:48,65325759,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17920889289435616,241883946956989786
1733864628,2024-12-10 13:03:48,65325730,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,13155332800348425,177863480949559852
1733864102,2024-12-10 12:55:02,65325511,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,297770154373927925,21902664727329362
1733864098,2024-12-10 12:54:58,65325509,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,119550192401090887,8808394568859128
1733863840,2024-12-10 12:50:40,65325391,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16634060539312826,224506085691247960
1733863686,2024-12-10 12:48:06,65325321,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16802325695249698,227191961812548560
1733863369,2024-12-10 12:42:49,65325196,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17131550809759886,232074019740380441
1733863361,2024-12-10 12:42:41,65325194,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,23203009455387108,315016849474571343
1733863134,2024-12-10 12:38:54,65325098,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,299124710106979912,21899051732437165
1733863128,2024-12-10 12:38:48,65325095,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,222600392373314376,16330928409073497
1733862943,2024-12-10 12:35:43,65325021,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,230107759178016399,16912528699737664
1733862885,2024-12-10 12:34:45,65324993,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,135929980384086464,10005375222145336
1733862686,2024-12-10 12:31:26,65324910,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003472349022862,135089912822242810
1733862002,2024-12-10 12:20:02,65324606,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,21978685505539955,297326631956575500
1733861996,2024-12-10 12:19:56,65324603,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17083101748095946,231593834047864650
1733861986,2024-12-10 12:19:46,65324598,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16950931763396602,230230869000200927
1733861966,2024-12-10 12:19:26,65324589,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10993178732596424,149540350608556253
1733861533,2024-12-10 12:12:13,65324421,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,236102925294811818,17258697095420092
1733861136,2024-12-10 12:05:36,65324239,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,301333936242369453,22074653420456076
1733860852,2024-12-10 12:00:52,65324107,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,136369056214881760,10007523158656855
1733860060,2024-12-10 11:47:40,65323734,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,237242446468542183,17436424051832029
1733860050,2024-12-10 11:47:30,65323729,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,299354292960401433,22049096834796111
1733860016,2024-12-10 11:46:56,65323713,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,135613643607281040,10006239870279122
1733859992,2024-12-10 11:46:32,65323702,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,229822965099614645,16982538713026679
1733859970,2024-12-10 11:46:10,65323692,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,149259300720176128,11046282133249557
1733859968,2024-12-10 11:46:08,65323691,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,135064393898313088,10007261970097130
1733859680,2024-12-10 11:41:20,65323555,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16963609352124656,227666468634649904
1733859568,2024-12-10 11:39:28,65323503,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003427550173514,134452114155212009
1733859198,2024-12-10 11:33:18,65323329,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17824159272814936,239931557407831838
1733858837,2024-12-10 11:27:17,65323174,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,135594917483434992,10008568425129677
1733858555,2024-12-10 11:22:35,65323041,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18120518294333892,244132180694654846
1733858537,2024-12-10 11:22:17,65323033,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18945591271979900,255765394450991795
1733858521,2024-12-10 11:22:01,65323025,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17305645503384724,234089559974314979
1733858499,2024-12-10 11:21:39,65323015,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,5754352596894347,77936009092998107
1733858365,2024-12-10 11:19:25,65322952,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18331731041110500,248609900225334642
1733858341,2024-12-10 11:19:01,65322941,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17259881727143982,234530685132814469
1733858225,2024-12-10 11:17:05,65322886,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,230447394126496211,16857497899783252
1733858215,2024-12-10 11:16:55,65322881,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,232740523242705373,17057007209523360
1733858201,2024-12-10 11:16:41,65322875,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,140088202764473536,10282156788077498
1733858033,2024-12-10 11:13:53,65322796,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,22154596080011448,300230135378749867
1733858027,2024-12-10 11:13:47,65322793,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17522646606203448,237976360794403955
1733857997,2024-12-10 11:13:17,65322779,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17181317043729744,233785181743740882
1733857959,2024-12-10 11:12:39,65322761,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17056659873756464,232525515269869368
1733857949,2024-12-10 11:12:29,65322756,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003359221054236,136573905041446543
1733857770,2024-12-10 11:09:30,65322676,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,22228955349175948,304026230732343251
1733857770,2024-12-10 11:09:30,65322676,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003382245279652,137059313800615061
1733857734,2024-12-10 11:08:54,65322659,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17456228047319746,239535106163142106
1733857412,2024-12-10 11:03:32,65322508,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16863767188866848,231843462637141375
1733856958,2024-12-10 10:55:58,65322294,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,138509362383206192,10010754384273418
1733856726,2024-12-10 10:52:06,65322186,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,227769360967989973,16486159959340950
1733856708,2024-12-10 10:51:48,65322177,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,307597662257766851,22311990364097741
1733856686,2024-12-10 10:51:26,65322167,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,230163708730036040,16731228065967018
1733856066,2024-12-10 10:41:06,65321875,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,137453652581434720,10006619080004035
1733855998,2024-12-10 10:39:58,65321843,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16722335902439986,228410871932044274
1733855972,2024-12-10 10:39:32,65321831,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10006573737692546,137217982455726661
1733855972,2024-12-10 10:39:32,65321831,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,22336385972749611,305749585692763340
1733855894,2024-12-10 10:38:14,65321794,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18052756433833144,247936745579918580
1733855145,2024-12-10 10:25:45,65321442,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,285603531654245524,20673885338165200
1733855137,2024-12-10 10:25:37,65321439,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,243441837798927914,17659298311536109
1733855077,2024-12-10 10:24:37,65321410,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,248289611108289816,18046485319484262
1733855007,2024-12-10 10:23:27,65321377,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,268663201347062734,19567844679705866
1733854879,2024-12-10 10:21:19,65321317,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18524297150837796,252797222581592013
1733854825,2024-12-10 10:20:25,65321292,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,19038494492981976,260351400103300643
1733854763,2024-12-10 10:19:23,65321263,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,19460895871890668,266692140820218190
1733854735,2024-12-10 10:18:55,65321249,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10537898273533630,144650042634388834
1733854651,2024-12-10 10:17:31,65321210,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,22351503330338096,307368435995955214
1733854631,2024-12-10 10:17:11,65321200,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17965450036388002,247603412669047682
1733854593,2024-12-10 10:16:33,65321183,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17852707109791952,246536883095154237
1733854541,2024-12-10 10:15:41,65321158,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18375397603051996,254263835526731378
1733854533,2024-12-10 10:15:33,65321154,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,23901057277176676,331498521084251956
1733854529,2024-12-10 10:15:29,65321152,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,19313910451271676,268518749328969045
1733854283,2024-12-10 10:11:23,65321037,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,187525412148631680,13403119764329453
1733854171,2024-12-10 10:09:31,65320984,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,256107101251431150,18337242446100343
1733853987,2024-12-10 10:06:27,65320897,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,5933586981984769,425286864707537
1733853975,2024-12-10 10:06:15,65320892,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,239209882013929607,17162023500301520
1733853895,2024-12-10 10:04:55,65320854,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18192483751355104,252068026402478240
1733853877,2024-12-10 10:04:37,65320846,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003468043860892,138820676840237180
1733853857,2024-12-10 10:04:17,65320836,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17496877338413046,243179192094964042
1733853791,2024-12-10 10:03:11,65320805,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,238189991909669488,17034889742673772
1733853603,2024-12-10 10:00:03,65320717,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,383555527455031214,27499148065602802
1733853551,2024-12-10 09:59:11,65320692,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,141118419054840767,10138687707192862
1733853325,2024-12-10 09:55:25,65320586,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,30663497881281218,2204534384874183
1733853154,2024-12-10 09:52:34,65320506,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16908655796163498,233968817828026932
1733853106,2024-12-10 09:51:46,65320483,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,358296981463701624,25751363997639333
1733853034,2024-12-10 09:50:34,65320449,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,234387311815765358,16885636656406325
1733852990,2024-12-10 09:49:50,65320429,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,9866045204081273,136075955488892509
1733852966,2024-12-10 09:49:26,65320417,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,22423626452084366,309827157330494153
1733852964,2024-12-10 09:49:24,65320416,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,10003688036144036,138468805037360391
1733852946,2024-12-10 09:49:06,65320408,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18589418616733260,257718299879758232
1733852862,2024-12-10 09:47:42,65320368,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,312146318586837593,22385324810512017
1733852810,2024-12-10 09:46:50,65320344,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,16913700131513658,234364564880548668
1733852800,2024-12-10 09:46:40,65320339,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17054087602019052,236754779397174661
1733852776,2024-12-10 09:46:16,65320328,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17870308506491850,248566788514407645
1733852756,2024-12-10 09:45:56,65320319,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17429146847828880,242905732287981807
1733852508,2024-12-10 09:41:48,65320202,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,180000000000000000,12834900121536439
1733852502,2024-12-10 09:41:42,65320199,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,140175708625622224,10007945428615009
1733852264,2024-12-10 09:37:44,65320087,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,62383355780015797,4457488894443603
1733852192,2024-12-10 09:36:32,65320053,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,11575942161639299,161100504637072799
1733851982,2024-12-10 09:33:02,65319954,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,232733502415787968,16627713944003466
1733851956,2024-12-10 09:32:36,65319942,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,242543955868253689,17361407146870549
1733851936,2024-12-10 09:32:16,65319933,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,233525683256875861,16747578659957874
1733851875,2024-12-10 09:31:15,65319904,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,233294326991653485,16762132233887781
1733851569,2024-12-10 09:26:09,65319760,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,248005417576598457,17853355570808967
1733851519,2024-12-10 09:25:19,65319737,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,249889126431190354,18024747434543517
1733851447,2024-12-10 09:24:07,65319703,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,234886776948585855,16975460571493989
1733851055,2024-12-10 09:17:35,65319519,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,306879976637971078,22226592491121439
1733850744,2024-12-10 09:12:24,65319373,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,230833319567158043,16754736933463974
1733850284,2024-12-10 09:04:44,65319156,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17654232027611446,241780666317237090
1733850252,2024-12-10 09:04:12,65319141,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,18575002616756304,254898896495557120
1733850112,2024-12-10 09:01:52,65319075,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,241675159382873015,17504923963954176
1733850076,2024-12-10 09:01:16,65319058,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,252975077887398785,18359724139176076
1733850064,2024-12-10 09:01:04,65319053,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,238246150858852207,17324842542342606
1733850034,2024-12-10 09:00:34,65319039,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,353530938396203323,25769289506848786
1733850018,2024-12-10 09:00:18,65319031,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,232744804474571546,17005029583964936
1733849828,2024-12-10 08:57:08,65318942,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17231076669584456,234428673371462467
1733849800,2024-12-10 08:56:40,65318928,0x90bc3e68ba8393a3bf2d79309365089975341a43,AAVE,WETH,AAVE_for_WETH,163570458178875501,11947387600461779
1733849770,2024-12-10 08:56:10,65318914,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,19345910876546196,263383180488094146
1733849598,2024-12-10 08:53:18,65318833,0x90bc3e68ba8393a3bf2d79309365089975341a43,WETH,AAVE,WETH_for_AAVE,17945684948004688,244820568536751563
